id_calendario,id_funcionario,id_veiculo,valor_despesa,tipo_despesa,descricao,hora_compra
142,21,99,1368.62,MANUTENCAO,Id consequuntur soluta accusamus at neque.,12:00:00
221,21,46,3568.43,MANUTENCAO,Dolorum reiciendis illo minus voluptate exercitationem.,12:00:00
151,21,79,717.79,MANUTENCAO,Libero nostrum enim suscipit assumenda totam sit nostrum.,12:00:00
168,21,79,1339.41,MANUTENCAO,Excepturi odit repellendus cupiditate est occaecati.,12:00:00
97,21,126,3721.44,MANUTENCAO,Adipisci dolorem vero voluptates.,12:00:00
67,21,77,1398.68,MANUTENCAO,Nisi amet ea assumenda.,12:00:00
139,21,120,3857.17,MANUTENCAO,Placeat facere hic assumenda nemo distinctio.,12:00:00
274,21,12,4088.20,MANUTENCAO,Labore eveniet dolores laboriosam perferendis recusandae molestiae.,12:00:00
275,21,16,2403.95,MANUTENCAO,Cum alias quidem sequi illo eligendi unde in.,12:00:00
285,21,115,1267.93,MANUTENCAO,Maiores harum aperiam totam velit voluptatum sed deserunt.,12:00:00
237,21,46,276.71,MANUTENCAO,Sed beatae voluptates sapiente.,12:00:00
176,21,117,3310.20,MANUTENCAO,Corporis dolor repellendus.,12:00:00
281,21,36,3602.32,MANUTENCAO,Est ex amet ullam.,12:00:00
312,21,26,4239.58,MANUTENCAO,Odio ratione natus.,12:00:00
31,21,101,3090.67,MANUTENCAO,Minima ipsam officia commodi.,12:00:00
22,21,77,3116.57,MANUTENCAO,Occaecati itaque a illum harum illum earum.,12:00:00
177,21,99,570.28,MANUTENCAO,Accusantium perspiciatis reiciendis facilis eos nulla.,12:00:00
22,21,129,3689.40,MANUTENCAO,Maiores quibusdam non fugit explicabo.,12:00:00
208,21,29,304.13,MANUTENCAO,Amet voluptatibus iure reprehenderit.,12:00:00
220,21,71,2025.40,MANUTENCAO,Labore tempora labore tempore modi.,12:00:00
247,21,123,3017.31,MANUTENCAO,Ad quo hic quos quam aspernatur.,12:00:00
123,21,59,3162.90,MANUTENCAO,Corrupti rem rerum.,12:00:00
213,21,85,3470.76,MANUTENCAO,Est cum voluptate sapiente alias odit.,12:00:00
204,21,87,1139.76,MANUTENCAO,Atque in exercitationem cum tempore minus vel beatae.,12:00:00
71,21,74,1104.95,MANUTENCAO,Nobis amet explicabo consectetur.,12:00:00
72,21,67,4539.53,MANUTENCAO,Neque explicabo amet eveniet expedita suscipit.,12:00:00
240,21,45,3621.77,MANUTENCAO,Nemo distinctio ad numquam.,12:00:00
288,21,119,408.41,MANUTENCAO,Sint architecto quae minima autem officiis culpa.,12:00:00
127,21,87,3426.57,MANUTENCAO,Nam possimus ipsum ipsum quis maxime fugit.,12:00:00
26,21,111,3160.84,MANUTENCAO,Facilis illum asperiores tempore numquam commodi delectus.,12:00:00
32,21,127,4248.68,MANUTENCAO,Dolorum possimus excepturi aliquam assumenda.,12:00:00
253,21,80,4798.58,MANUTENCAO,Minima blanditiis harum omnis omnis vero eligendi.,12:00:00
188,21,94,2516.22,MANUTENCAO,Molestiae animi delectus aspernatur vero adipisci unde.,12:00:00
254,21,78,310.15,MANUTENCAO,Quam voluptatibus accusantium consequatur sunt.,12:00:00
291,21,112,3872.85,MANUTENCAO,Quis deserunt vitae itaque aspernatur error recusandae.,12:00:00
300,21,18,2882.51,MANUTENCAO,Neque velit distinctio mollitia.,12:00:00
185,21,25,2623.49,MANUTENCAO,Possimus placeat id consectetur blanditiis nulla assumenda.,12:00:00
133,21,85,2928.13,MANUTENCAO,Placeat eveniet dolor deleniti ipsa quo.,12:00:00
78,21,50,3722.73,MANUTENCAO,Optio maxime quae in animi corrupti dicta neque.,12:00:00
222,21,95,1798.02,MANUTENCAO,Quia repellendus amet est sit.,12:00:00
56,21,94,1261.40,MANUTENCAO,Unde facilis doloribus molestiae accusamus sequi id.,12:00:00
97,21,84,4880.62,MANUTENCAO,Nam iure sit temporibus quae odio sequi.,12:00:00
212,21,33,3869.93,MANUTENCAO,A assumenda quae nostrum possimus corporis dolorum quam.,12:00:00
76,21,116,523.47,MANUTENCAO,Molestiae sunt omnis qui.,12:00:00
54,21,38,2428.97,MANUTENCAO,Accusamus repudiandae dolorum iste a eius eligendi.,12:00:00
129,21,138,682.35,MANUTENCAO,Quibusdam similique omnis rerum voluptatum laborum.,12:00:00
147,21,87,4364.27,MANUTENCAO,Repellendus enim odit laborum.,12:00:00
270,21,68,576.98,MANUTENCAO,Quis dolorum ea laudantium consequuntur.,12:00:00
240,21,113,554.87,MANUTENCAO,Tempore quam neque praesentium.,12:00:00
9,21,124,437.88,MANUTENCAO,Maiores animi sequi.,12:00:00
7,21,38,3609.11,MANUTENCAO,Sequi itaque quia numquam quod ipsam vitae.,12:00:00
10,21,120,4091.52,MANUTENCAO,Assumenda ullam error deserunt natus.,12:00:00
61,21,22,4507.38,MANUTENCAO,Cum fuga consequatur repudiandae laboriosam vitae praesentium ab.,12:00:00
41,21,126,2325.07,MANUTENCAO,Nesciunt voluptas doloremque a illo.,12:00:00
160,21,134,994.57,MANUTENCAO,Praesentium sapiente sit sunt.,12:00:00
192,21,56,3955.54,MANUTENCAO,Voluptatibus dolorum tempore ullam.,12:00:00
285,21,90,3557.72,MANUTENCAO,Dignissimos debitis autem.,12:00:00
128,21,84,3486.76,MANUTENCAO,Tempora laborum ab explicabo perspiciatis est doloremque.,12:00:00
117,21,44,406.40,MANUTENCAO,Facilis velit delectus suscipit.,12:00:00
230,21,50,1073.42,MANUTENCAO,Voluptate nisi sint delectus magni.,12:00:00
153,21,136,4293.33,MANUTENCAO,Blanditiis illum odit.,12:00:00
48,21,144,2463.42,MANUTENCAO,Temporibus magni aperiam cum similique repudiandae eligendi.,12:00:00
45,21,19,754.46,MANUTENCAO,Molestiae soluta beatae cumque iste dolore reiciendis neque.,12:00:00
48,21,59,4371.82,MANUTENCAO,Dolores quia culpa at sit.,12:00:00
3,21,89,4858.36,MANUTENCAO,Accusantium ipsa eveniet aspernatur fugiat repellendus.,12:00:00
263,21,82,4723.22,MANUTENCAO,Assumenda numquam nihil itaque soluta consequuntur.,12:00:00
190,21,61,3116.26,MANUTENCAO,Architecto harum labore assumenda id cumque.,12:00:00
97,21,59,4509.53,MANUTENCAO,Blanditiis laborum ratione natus.,12:00:00
228,21,20,902.71,MANUTENCAO,In molestiae odio minus.,12:00:00
63,21,134,4263.13,MANUTENCAO,In soluta laboriosam cumque.,12:00:00
75,21,65,807.68,MANUTENCAO,Iusto tempora pariatur accusamus officia velit modi.,12:00:00
47,21,78,183.55,MANUTENCAO,Magnam ullam debitis facilis temporibus explicabo.,12:00:00
294,21,27,1154.87,MANUTENCAO,Officia iusto maiores provident atque.,12:00:00
136,21,129,1170.19,MANUTENCAO,Quae aliquid id illum nihil fugit atque.,12:00:00
191,21,102,3776.64,MANUTENCAO,Architecto in eum.,12:00:00
274,21,23,4377.48,MANUTENCAO,Voluptatem dignissimos itaque mollitia illum adipisci sapiente.,12:00:00
212,21,26,569.95,MANUTENCAO,Delectus asperiores quo eaque.,12:00:00
42,21,140,472.48,MANUTENCAO,Vitae at repudiandae laudantium animi.,12:00:00
68,21,110,1782.31,MANUTENCAO,Perferendis aliquid minus quia ad illo.,12:00:00
253,21,130,821.47,MANUTENCAO,Optio eius aperiam necessitatibus reprehenderit optio.,12:00:00
189,21,142,4318.28,MANUTENCAO,Eos officia ea ducimus aut.,12:00:00
263,21,139,3063.81,MANUTENCAO,Amet recusandae sit rem officia magni occaecati.,12:00:00
237,21,94,4787.73,MANUTENCAO,Debitis voluptates veniam suscipit quam illum.,12:00:00
50,21,147,4003.72,MANUTENCAO,Harum repudiandae libero repudiandae voluptatibus nobis.,12:00:00
230,21,95,3889.25,MANUTENCAO,Possimus sit cumque dolores corporis.,12:00:00
171,21,143,4998.12,MANUTENCAO,Nostrum alias inventore praesentium rerum odio nobis.,12:00:00
58,21,48,1376.63,MANUTENCAO,Sunt modi quidem occaecati nisi rem labore.,12:00:00
87,21,148,3473.71,MANUTENCAO,Perspiciatis quasi dolor facere mollitia odit debitis.,12:00:00
225,21,59,4245.06,MANUTENCAO,Accusantium eaque doloremque assumenda.,12:00:00
218,21,127,378.86,MANUTENCAO,Ex odit assumenda pariatur tempora optio quibusdam reiciendis.,12:00:00
179,21,133,368.90,MANUTENCAO,Excepturi nihil delectus libero corporis.,12:00:00
151,21,109,3946.98,MANUTENCAO,Corporis expedita fugit sunt dicta.,12:00:00
69,21,151,4492.62,MANUTENCAO,Magni dolor deserunt pariatur provident perspiciatis.,12:00:00
221,21,142,3566.86,MANUTENCAO,Adipisci ipsa numquam.,12:00:00
241,21,108,791.16,MANUTENCAO,Esse quasi labore rem.,12:00:00
39,21,13,1218.71,MANUTENCAO,Illum commodi iure doloribus quas culpa cumque modi.,12:00:00
186,21,41,3129.90,MANUTENCAO,In veritatis qui consequuntur atque.,12:00:00
144,21,99,3206.11,MANUTENCAO,Modi vitae magni quo vel itaque neque sint.,12:00:00
238,21,124,3970.21,MANUTENCAO,Eligendi inventore non id nisi.,12:00:00
102,21,138,2943.71,MANUTENCAO,Adipisci quaerat enim libero beatae.,12:00:00
119,21,108,4824.11,MANUTENCAO,In reiciendis veritatis sapiente blanditiis sunt.,12:00:00
123,21,16,1899.21,MANUTENCAO,Asperiores fuga nulla tempore aut quaerat animi.,12:00:00
253,21,86,1085.78,MANUTENCAO,Tempore voluptate minus voluptate eligendi.,12:00:00
5,21,25,236.01,MANUTENCAO,Deserunt nostrum eum nemo consectetur.,12:00:00
115,21,37,3067.26,MANUTENCAO,Iure eos temporibus ab.,12:00:00
209,21,150,2134.90,MANUTENCAO,Necessitatibus molestiae quam dolorem aliquam perspiciatis corporis.,12:00:00
25,21,27,623.98,MANUTENCAO,Quos dolorum ipsa nesciunt autem aperiam.,12:00:00
129,21,25,3229.18,MANUTENCAO,Deserunt molestiae dolorem assumenda nobis suscipit ipsa corrupti.,12:00:00
103,21,13,2843.72,MANUTENCAO,Ipsam et velit animi nesciunt aperiam.,12:00:00
87,21,56,870.27,MANUTENCAO,Minus omnis doloribus natus fugiat alias quis.,12:00:00
291,21,122,1828.24,MANUTENCAO,Vel ipsa voluptatem consequatur nam quod veritatis.,12:00:00
284,21,54,2903.13,MANUTENCAO,Voluptatum distinctio itaque rem esse numquam error.,12:00:00
252,21,111,4590.25,MANUTENCAO,Sequi ab reprehenderit sint doloribus repellat.,12:00:00
30,21,117,1207.32,MANUTENCAO,Quae quae ea corporis ut aliquid ab.,12:00:00
211,21,36,4953.64,MANUTENCAO,Cum debitis quo quia explicabo.,12:00:00
82,21,35,3947.23,MANUTENCAO,Amet error ratione exercitationem praesentium esse.,12:00:00
302,21,99,1309.17,MANUTENCAO,Dolor voluptate minima maxime minus consequatur earum.,12:00:00
156,21,85,4416.20,MANUTENCAO,Facere soluta repudiandae illum.,12:00:00
185,21,155,2768.48,MANUTENCAO,Eum nesciunt deserunt quia quas eius in.,12:00:00
286,21,127,2633.15,MANUTENCAO,Molestiae ipsa deleniti.,12:00:00
30,21,20,1251.84,MANUTENCAO,Quia architecto perferendis tenetur non assumenda esse.,12:00:00
94,21,153,2832.74,MANUTENCAO,Qui tempore repudiandae reprehenderit odio.,12:00:00
94,21,112,4475.32,MANUTENCAO,Odit libero soluta quaerat ipsa rerum.,12:00:00
7,21,72,839.79,MANUTENCAO,Id quaerat eos in.,12:00:00
230,21,48,152.59,MANUTENCAO,Optio voluptate consequatur.,12:00:00
148,21,100,4495.44,MANUTENCAO,Eaque ut placeat vero.,12:00:00
189,21,76,3718.73,MANUTENCAO,Aperiam facere illo dolorum.,12:00:00
276,21,134,1151.90,MANUTENCAO,Accusamus earum consequatur illum dolorem perspiciatis.,12:00:00
294,21,107,3885.79,MANUTENCAO,Tempore libero optio ipsam nobis recusandae quis eius.,12:00:00
35,21,110,3498.31,MANUTENCAO,Alias expedita eius suscipit cumque placeat consequatur ad.,12:00:00
96,21,24,2415.03,MANUTENCAO,Nam corrupti vero.,12:00:00
99,21,88,4525.25,MANUTENCAO,Impedit itaque nam aspernatur voluptas quo voluptatibus.,12:00:00
190,21,120,4952.77,MANUTENCAO,Laudantium nobis fuga at aperiam ut autem necessitatibus.,12:00:00
271,21,157,646.34,MANUTENCAO,Ea occaecati quae at adipisci.,12:00:00
287,21,121,2864.41,MANUTENCAO,At voluptatem eius aut tempore.,12:00:00
269,21,55,1436.77,MANUTENCAO,Veniam molestias assumenda.,12:00:00
3,21,16,3344.96,MANUTENCAO,Temporibus nisi sint voluptatem modi impedit blanditiis cupiditate.,12:00:00
114,21,61,3777.05,MANUTENCAO,Dolorem velit accusamus culpa facilis recusandae.,12:00:00
91,21,136,3949.09,MANUTENCAO,Esse exercitationem molestiae error aut voluptate voluptates.,12:00:00
193,21,12,3657.75,MANUTENCAO,Tempora ratione sit perspiciatis.,12:00:00
84,21,38,3588.51,MANUTENCAO,Reprehenderit cumque quis labore aspernatur dolore.,12:00:00
186,21,29,1005.72,MANUTENCAO,Excepturi unde doloremque culpa officiis.,12:00:00
120,21,99,1687.70,MANUTENCAO,Deleniti earum ut.,12:00:00
61,21,65,4457.54,MANUTENCAO,Nulla modi molestias veniam dignissimos expedita fugiat expedita.,12:00:00
154,21,123,1993.35,MANUTENCAO,Distinctio atque aliquid.,12:00:00
266,21,35,2441.43,MANUTENCAO,Voluptate culpa vero corporis.,12:00:00
170,21,27,351.50,MANUTENCAO,Velit hic culpa nulla nulla reprehenderit atque nam.,12:00:00
154,21,23,3371.87,MANUTENCAO,Dolore voluptas illo placeat a sunt.,12:00:00
71,21,19,3292.55,MANUTENCAO,Exercitationem voluptatum nemo iure magnam.,12:00:00
111,21,71,3181.36,MANUTENCAO,Commodi incidunt velit nisi.,12:00:00
82,21,130,4398.53,MANUTENCAO,Qui voluptatibus dolore.,12:00:00
215,21,137,2167.81,MANUTENCAO,Amet minus quia veritatis sunt nisi illo aperiam.,12:00:00
262,21,164,3857.89,MANUTENCAO,Corporis quas ducimus quas voluptate beatae doloribus exercitationem.,12:00:00
56,21,32,4582.97,MANUTENCAO,Distinctio quos quod fuga.,12:00:00
201,21,103,4932.29,MANUTENCAO,Consequatur dolor maxime quisquam autem eum nulla.,12:00:00
93,21,97,1331.61,MANUTENCAO,Ad incidunt nihil non.,12:00:00
32,21,24,1997.62,MANUTENCAO,Eaque doloremque quia ipsam praesentium.,12:00:00
7,21,96,4836.84,MANUTENCAO,Laudantium qui asperiores fuga.,12:00:00
89,21,15,1702.43,MANUTENCAO,Tempora accusamus tempora labore.,12:00:00
165,21,52,1728.65,MANUTENCAO,Tempore consequuntur tenetur recusandae voluptate aut enim.,12:00:00
221,21,70,3103.96,MANUTENCAO,Impedit officia cum dolor earum distinctio.,12:00:00
229,21,69,1644.62,MANUTENCAO,Voluptatibus facilis dolores vitae.,12:00:00
217,21,22,4636.79,MANUTENCAO,Quibusdam officia optio ratione.,12:00:00
309,21,144,3513.96,MANUTENCAO,Cum explicabo a ab exercitationem qui quam.,12:00:00
17,21,167,4207.70,MANUTENCAO,Sapiente tempora iusto libero.,12:00:00
35,21,126,424.83,MANUTENCAO,Repudiandae distinctio consequatur dolore dicta officiis animi.,12:00:00
228,21,136,1855.96,MANUTENCAO,Iure occaecati fugiat magni quia repellendus.,12:00:00
17,21,79,1433.77,MANUTENCAO,Ab ducimus iste iusto.,12:00:00
82,21,135,2337.07,MANUTENCAO,Unde aspernatur doloribus veniam ab.,12:00:00
266,21,133,2517.47,MANUTENCAO,Modi amet dolor veniam expedita pariatur in.,12:00:00
40,21,22,2843.29,MANUTENCAO,Nobis dolorum laborum saepe.,12:00:00
67,21,38,3993.87,MANUTENCAO,Voluptatum adipisci non repudiandae iusto temporibus.,12:00:00
150,21,162,3777.56,MANUTENCAO,Error quia blanditiis at repellat assumenda commodi similique.,12:00:00
3,21,41,2334.69,MANUTENCAO,Saepe dolores dolore nisi.,12:00:00
284,21,26,3207.53,MANUTENCAO,Ex deleniti repudiandae recusandae deserunt tenetur libero a.,12:00:00
272,21,28,610.99,MANUTENCAO,Delectus corrupti quasi ad soluta corporis ab.,12:00:00
25,21,49,453.98,MANUTENCAO,Necessitatibus atque ea officia rem.,12:00:00
23,21,20,4705.55,MANUTENCAO,Magni itaque optio accusantium culpa.,12:00:00
188,21,165,4132.86,MANUTENCAO,Natus eum asperiores nesciunt tempora neque dolorum.,12:00:00
306,21,59,3991.14,MANUTENCAO,Et quibusdam corporis nostrum voluptates maxime.,12:00:00
303,21,92,278.63,MANUTENCAO,Impedit omnis accusamus eos recusandae.,12:00:00
272,21,15,660.96,MANUTENCAO,Aliquam esse nobis aperiam.,12:00:00
95,21,21,4740.36,MANUTENCAO,Dolorem aliquam tempore inventore aperiam voluptas.,12:00:00
161,21,19,966.09,MANUTENCAO,Praesentium officia ea.,12:00:00
93,21,109,4746.02,MANUTENCAO,Facilis est velit omnis recusandae reiciendis.,12:00:00
38,21,171,3625.80,MANUTENCAO,Molestias aspernatur vel non.,12:00:00
100,21,177,847.86,MANUTENCAO,Possimus in maxime illum quas aperiam doloribus.,12:00:00
198,21,33,2941.96,MANUTENCAO,Fugiat consequatur perferendis ab.,12:00:00
226,21,174,327.54,MANUTENCAO,Laborum temporibus at velit incidunt ut iusto.,12:00:00
219,21,148,4679.95,MANUTENCAO,Culpa earum nostrum vel quod aliquam ut.,12:00:00
14,21,147,1806.60,MANUTENCAO,Molestias sit sint corporis aliquam eum aliquid.,12:00:00
71,21,128,4722.81,MANUTENCAO,Nulla earum accusantium nisi harum voluptatem.,12:00:00
299,21,42,2983.08,MANUTENCAO,Quos dolores animi perferendis nulla eveniet repudiandae.,12:00:00
215,21,15,3405.11,MANUTENCAO,Necessitatibus asperiores accusamus fugiat cum deserunt nihil.,12:00:00
119,21,11,3502.32,MANUTENCAO,Officia tempora quia officia.,12:00:00
120,21,144,1393.88,MANUTENCAO,Doloremque eos odio sint reprehenderit.,12:00:00
159,21,35,2014.77,MANUTENCAO,Doloremque rem hic rerum numquam tenetur explicabo.,12:00:00
119,21,58,3685.70,MANUTENCAO,Soluta dolor voluptatibus delectus perspiciatis.,12:00:00
80,21,160,1375.10,MANUTENCAO,Aperiam odio id autem cupiditate laboriosam.,12:00:00
62,21,64,1733.13,MANUTENCAO,Omnis alias molestias quam aperiam aliquam voluptatibus vel.,12:00:00
100,21,127,1104.48,MANUTENCAO,Hic cumque temporibus in.,12:00:00
210,21,88,3573.88,MANUTENCAO,Recusandae dolore similique animi ad ratione.,12:00:00
72,21,45,1897.11,MANUTENCAO,Laboriosam corrupti perspiciatis molestias.,12:00:00
16,21,67,426.85,MANUTENCAO,Officiis suscipit nostrum quidem a dolorem amet cupiditate.,12:00:00
106,21,40,3341.85,MANUTENCAO,Itaque natus excepturi autem.,12:00:00
60,21,155,4282.65,MANUTENCAO,Numquam omnis cum necessitatibus perferendis praesentium architecto.,12:00:00
106,21,74,314.86,MANUTENCAO,Voluptatibus consequuntur omnis quos.,12:00:00
77,21,132,4053.85,MANUTENCAO,Consequatur et iste aperiam unde perspiciatis.,12:00:00
266,21,146,4396.39,MANUTENCAO,Impedit accusantium vel nesciunt ipsum blanditiis perferendis vitae.,12:00:00
266,21,173,2445.98,MANUTENCAO,Nihil voluptatum cum maiores neque.,12:00:00
5,21,113,4033.82,MANUTENCAO,Magni odit architecto odio.,12:00:00
188,21,169,434.93,MANUTENCAO,Modi repellat eaque aspernatur laboriosam.,12:00:00
82,21,29,758.42,MANUTENCAO,Nobis saepe modi inventore.,12:00:00
258,21,183,854.01,MANUTENCAO,Labore id officiis tenetur sit reprehenderit laudantium.,12:00:00
276,21,110,4944.04,MANUTENCAO,Excepturi porro provident aut eius.,12:00:00
84,21,61,3368.02,MANUTENCAO,Magni dolorem et sapiente sed omnis quo alias.,12:00:00
163,21,64,3680.83,MANUTENCAO,Aliquam esse veritatis unde quasi excepturi reiciendis.,12:00:00
191,21,14,2809.47,MANUTENCAO,Totam maiores unde corporis.,12:00:00
140,21,175,120.41,MANUTENCAO,Occaecati ad quibusdam provident ipsam mollitia magni.,12:00:00
172,21,114,1244.74,MANUTENCAO,Dolore quos sed placeat beatae.,12:00:00
94,21,18,3193.58,MANUTENCAO,Explicabo aut nostrum.,12:00:00
21,21,177,248.06,MANUTENCAO,Dolorem esse eveniet ipsam architecto corporis.,12:00:00
155,21,142,3877.99,MANUTENCAO,Nesciunt qui quod mollitia fugit.,12:00:00
57,21,170,2707.00,MANUTENCAO,Voluptate illum dignissimos culpa.,12:00:00
5,21,31,3825.71,MANUTENCAO,Velit culpa voluptas ducimus dolorem vel quod.,12:00:00
138,21,25,1379.12,MANUTENCAO,Illo sint corporis sit.,12:00:00
208,21,151,4487.34,MANUTENCAO,Esse aspernatur incidunt.,12:00:00
270,21,140,2728.71,MANUTENCAO,Quisquam vitae id alias quas.,12:00:00
228,21,51,2534.73,MANUTENCAO,Aut quaerat consequatur veritatis blanditiis cumque.,12:00:00
303,21,179,2965.38,MANUTENCAO,Nulla officia repellendus rerum amet sunt.,12:00:00
109,21,65,2352.72,MANUTENCAO,Voluptas nulla reiciendis eum ducimus velit tempore.,12:00:00
121,21,108,1097.46,MANUTENCAO,Cum doloribus voluptatibus distinctio.,12:00:00
307,21,158,1404.89,MANUTENCAO,Optio natus ipsa nam.,12:00:00
205,21,190,2505.47,MANUTENCAO,Pariatur voluptates sint impedit explicabo suscipit.,12:00:00
102,21,25,2625.11,MANUTENCAO,Suscipit autem aliquam deserunt incidunt nesciunt rerum.,12:00:00
232,21,156,1532.64,MANUTENCAO,Excepturi molestiae labore mollitia sapiente fuga ex laudantium.,12:00:00
272,21,34,4870.46,MANUTENCAO,Voluptate debitis quaerat accusantium architecto.,12:00:00
196,21,112,2140.21,MANUTENCAO,Consectetur exercitationem accusantium libero quibusdam vero officia.,12:00:00
164,21,138,1849.46,MANUTENCAO,Ipsam quis laboriosam placeat quae.,12:00:00
138,21,127,1696.89,MANUTENCAO,Architecto nesciunt inventore placeat aliquid dolores.,12:00:00
52,21,179,1907.27,MANUTENCAO,Reprehenderit assumenda a libero.,12:00:00
86,21,75,3249.59,MANUTENCAO,Distinctio doloribus animi veritatis.,12:00:00
205,21,163,2482.49,MANUTENCAO,Accusamus in ullam sequi.,12:00:00
104,21,38,1113.15,MANUTENCAO,Voluptas quam fugiat quibusdam minus.,12:00:00
271,21,107,2420.98,MANUTENCAO,Aperiam non tenetur est placeat totam veritatis quos.,12:00:00
171,21,197,2274.22,MANUTENCAO,Dicta cum omnis amet eaque enim.,12:00:00
107,21,135,4457.59,MANUTENCAO,Tempora deserunt explicabo ratione.,12:00:00
256,21,116,1159.30,MANUTENCAO,Doloribus quae necessitatibus debitis doloremque.,12:00:00
265,21,82,4112.14,MANUTENCAO,Eius dolores autem eos rem pariatur similique.,12:00:00
80,21,68,3466.83,MANUTENCAO,Atque ullam exercitationem exercitationem.,12:00:00
4,21,187,3097.86,MANUTENCAO,Saepe omnis eius nam nemo vitae natus.,12:00:00
71,21,114,1115.57,MANUTENCAO,Sed praesentium modi illo ea similique exercitationem.,12:00:00
92,21,171,3150.57,MANUTENCAO,Nesciunt quia quidem architecto molestiae dignissimos nesciunt.,12:00:00
14,21,100,1793.66,MANUTENCAO,Labore in enim odio quia a modi totam.,12:00:00
258,21,87,433.71,MANUTENCAO,Quas commodi necessitatibus ullam nulla est modi.,12:00:00
164,21,70,286.95,MANUTENCAO,Delectus placeat perferendis.,12:00:00
223,21,28,3329.54,MANUTENCAO,Perspiciatis esse alias est corrupti.,12:00:00
100,21,189,1861.56,MANUTENCAO,Rerum repellendus distinctio commodi voluptatum tenetur.,12:00:00
89,21,52,4592.33,MANUTENCAO,Veniam numquam saepe cumque.,12:00:00
271,21,53,1653.95,MANUTENCAO,Accusamus beatae ratione velit inventore commodi.,12:00:00
27,21,114,4892.77,MANUTENCAO,Nobis quod similique dolorum.,12:00:00
298,21,97,197.04,MANUTENCAO,Ea voluptatibus autem natus deleniti minima.,12:00:00
130,21,85,3450.63,MANUTENCAO,Provident dolor aspernatur aperiam.,12:00:00
285,21,77,4715.31,MANUTENCAO,Perspiciatis facere esse saepe commodi.,12:00:00
101,21,165,2085.01,MANUTENCAO,Ullam sed officiis libero amet sapiente.,12:00:00
96,21,200,1777.81,MANUTENCAO,Ipsum velit aliquam ducimus aliquam maxime soluta.,12:00:00
112,21,169,1476.69,MANUTENCAO,Itaque placeat magnam.,12:00:00
186,21,125,815.21,MANUTENCAO,Consequatur rem minus asperiores qui aut.,12:00:00
114,21,38,1552.78,MANUTENCAO,Vel molestias ducimus.,12:00:00
182,21,206,2365.37,MANUTENCAO,Architecto voluptate nemo.,12:00:00
261,21,211,498.72,MANUTENCAO,Modi quibusdam sint aut eveniet hic.,12:00:00
246,21,153,3156.17,MANUTENCAO,Et placeat fugiat eius libero aspernatur earum.,12:00:00
161,21,45,3490.42,MANUTENCAO,Nostrum deserunt commodi.,12:00:00
118,21,131,1565.63,MANUTENCAO,Unde velit modi repellat neque sit aperiam.,12:00:00
117,21,208,4422.71,MANUTENCAO,Dicta porro dolorem facilis nisi voluptatem itaque dicta.,12:00:00
100,21,194,705.48,MANUTENCAO,Iusto unde sed voluptatibus veniam quibusdam quibusdam.,12:00:00
140,21,183,4407.31,MANUTENCAO,Reprehenderit quisquam illo earum voluptas unde occaecati.,12:00:00
4,21,109,2803.01,MANUTENCAO,Ipsa beatae dolores distinctio.,12:00:00
105,21,38,2140.29,MANUTENCAO,Necessitatibus quae possimus repellat eveniet autem facere.,12:00:00
129,21,62,1402.33,MANUTENCAO,Quis est cupiditate ipsam.,12:00:00
124,21,141,2006.62,MANUTENCAO,Beatae quos numquam nobis ullam.,12:00:00
43,21,120,2629.87,MANUTENCAO,Repellendus corrupti earum culpa excepturi nam.,12:00:00
8,21,60,4783.19,MANUTENCAO,Velit maxime numquam.,12:00:00
312,21,173,4503.50,MANUTENCAO,Blanditiis eligendi pariatur velit numquam saepe hic.,12:00:00
58,21,40,1744.39,MANUTENCAO,Doloribus repellendus fuga enim.,12:00:00
221,21,67,270.70,MANUTENCAO,Voluptate ipsam amet maxime repellat officiis quasi.,12:00:00
64,21,178,3643.27,MANUTENCAO,Temporibus architecto soluta reprehenderit impedit.,12:00:00
274,21,86,2194.85,MANUTENCAO,Alias repudiandae libero dolore sequi.,12:00:00
258,21,155,267.37,MANUTENCAO,Nulla quisquam impedit laudantium soluta unde nostrum.,12:00:00
239,21,188,4624.98,MANUTENCAO,Iure expedita ex.,12:00:00
120,21,163,3754.72,MANUTENCAO,Sunt culpa cupiditate vero cumque cum.,12:00:00
129,21,141,2793.21,MANUTENCAO,Corporis nihil nisi expedita.,12:00:00
271,21,33,4897.27,MANUTENCAO,Atque aliquid voluptatum repellendus facilis.,12:00:00
143,21,189,4940.35,MANUTENCAO,Fugit optio deleniti dolore.,12:00:00
173,21,152,3739.19,MANUTENCAO,Ex deleniti quibusdam soluta.,12:00:00
184,21,43,2699.67,MANUTENCAO,Reprehenderit impedit commodi id quibusdam mollitia repellat.,12:00:00
130,21,15,4550.90,MANUTENCAO,Voluptatibus incidunt repellat ad.,12:00:00
220,21,176,3926.37,MANUTENCAO,Similique officia sunt.,12:00:00
43,21,205,549.49,MANUTENCAO,Rerum distinctio vel fuga perferendis provident aperiam in.,12:00:00
248,21,174,3779.28,MANUTENCAO,Illum eum illum.,12:00:00
110,21,200,2421.57,MANUTENCAO,Nesciunt eum est velit tempora alias omnis.,12:00:00
24,21,157,4067.57,MANUTENCAO,Vitae voluptatem ad iure in ut.,12:00:00
288,21,176,1524.60,MANUTENCAO,Non eligendi ullam optio.,12:00:00
201,21,65,4704.05,MANUTENCAO,Dolorem iusto quaerat molestias labore perferendis.,12:00:00
