id_calendario,id_forma_pagamento,id_passageiro,id_origem,id_destino,valor_receita,hora_compra,id_evento
3,1,331,25,14,6.17,22:40:52.288885,1922
186,1,418,20,23,11.83,08:20:25.114456,
97,1,408,14,16,3.85,13:42:40.138381,
81,1,415,29,18,14.06,15:42:01.692717,
81,1,484,19,20,18.88,09:07:41.822487,
49,1,250,28,12,10.78,13:55:21.501018,
97,1,285,13,24,4.58,05:21:10.852407,
97,1,55,17,30,12.05,12:21:35.392617,
189,1,448,22,26,8.19,14:24:34.690568,
259,1,144,29,11,6.27,02:42:09.486552,
259,1,86,24,14,4.05,10:20:04.070048,
81,1,281,13,14,17.48,09:54:00.492091,
121,1,393,25,14,6.17,05:17:23.706586,1922
186,1,345,20,19,14.62,19:00:25.310316,1648
259,1,61,19,23,15.72,12:51:05.161959,
81,1,164,19,25,5.77,15:57:11.006096,
49,1,55,26,15,14.65,23:01:55.592809,
186,1,187,25,19,19.21,07:47:25.199869,
97,1,206,12,26,15.49,07:14:35.060481,
121,1,11,16,20,15.90,11:54:33.214955,
3,1,42,11,12,16.60,05:22:34.94941,
3,1,258,16,16,4.20,01:32:54.78281,
49,1,436,23,28,7.99,12:27:26.003771,
3,1,249,24,14,7.91,09:05:36.533255,
259,1,198,16,12,13.89,16:54:47.832063,1794
97,1,21,20,19,14.62,07:08:44.017936,1648
49,1,147,13,24,19.59,05:36:06.421084,
3,1,503,29,26,19.93,20:29:25.608756,
259,1,197,19,20,9.65,19:38:27.39316,
121,1,356,15,21,4.93,01:56:35.678576,
121,1,52,27,15,9.81,18:26:14.812055,
121,1,252,17,25,4.09,08:29:46.631028,
49,1,485,25,25,5.42,22:26:36.009604,
189,1,299,20,25,5.34,13:59:08.301209,
259,1,77,14,25,9.59,02:51:32.551013,
81,1,215,16,12,13.89,15:44:04.302016,1794
49,1,421,19,28,18.93,03:17:48.234223,
259,1,381,24,14,7.91,18:49:54.565577,
3,1,241,20,19,14.62,14:43:29.592417,1648
97,1,386,11,12,18.59,11:37:11.907206,
3,1,136,24,19,16.39,13:16:46.64542,
3,1,185,13,24,4.58,15:41:06.075949,
97,1,163,23,29,5.92,11:49:18.966177,
186,1,437,14,29,8.20,04:22:04.119547,
49,1,271,16,25,19.07,17:12:30.530596,
121,1,214,20,26,12.80,10:51:19.262939,
81,1,369,25,14,6.17,02:56:42.811168,1922
3,1,425,24,17,8.97,15:06:14.883989,
97,1,386,16,12,13.89,07:56:53.240742,1794
186,1,294,20,19,14.62,23:12:27.795946,1648
49,1,519,20,23,11.83,20:43:48.409716,
259,1,378,19,25,19.71,17:14:56.287128,
81,1,491,18,12,9.77,19:47:00.92392,
97,1,83,25,14,6.17,08:06:14.128452,1922
3,1,59,19,25,19.71,21:50:20.495489,
121,1,32,16,26,18.97,04:53:36.845769,
121,1,271,20,19,14.62,11:40:34.509298,1648
3,1,398,15,15,7.47,23:20:32.512097,
97,1,13,27,13,16.48,15:16:02.893685,
49,1,500,27,26,10.35,14:43:56.682939,
81,1,223,30,16,3.23,22:06:53.521068,
3,1,219,26,15,14.65,15:56:17.569039,
49,1,329,26,16,6.47,19:52:27.52437,
49,1,139,20,22,7.19,13:13:03.732552,
3,1,194,20,13,4.46,03:29:36.020745,
97,1,271,13,27,13.07,20:40:59.203547,
3,1,403,28,28,3.34,12:52:29.587678,
259,1,161,17,28,10.89,10:52:34.449964,
3,1,366,20,21,15.98,15:52:04.194772,
97,1,177,15,15,7.47,21:42:37.12971,
81,1,372,29,22,6.45,08:35:03.603443,
81,1,452,16,16,13.73,16:32:15.519211,
189,1,458,24,16,9.94,20:03:05.636891,
97,1,89,24,30,15.18,12:51:11.81251,
81,1,499,19,20,18.88,01:24:05.861863,
49,1,142,30,12,10.17,15:20:49.464277,
3,1,208,20,26,11.24,03:09:23.625578,
186,1,325,21,13,8.74,22:48:30.986808,
259,1,53,26,21,17.26,01:46:13.772467,
81,1,86,18,24,14.84,23:31:35.40029,
121,1,528,26,12,14.29,15:03:09.896472,
49,1,100,23,26,12.14,07:57:26.387066,
97,1,275,28,19,5.24,00:13:19.778893,
186,1,427,28,26,6.52,17:05:36.39376,
259,1,97,24,18,16.61,08:39:03.315569,
121,1,499,20,27,10.44,18:37:08.273358,
189,1,167,25,14,6.17,23:10:55.96358,1922
121,1,484,12,12,16.22,05:45:48.890458,1799
186,1,327,15,19,5.54,23:07:57.48084,
259,1,46,20,19,14.62,13:33:29.437126,1648
189,1,232,16,12,13.89,16:56:29.494612,1794
259,1,405,25,23,11.75,13:47:47.072089,
259,1,549,20,23,11.83,08:49:56.816667,
3,1,290,25,23,11.32,08:25:50.705051,
81,1,374,14,25,9.59,06:37:08.393707,
3,1,192,20,19,14.62,17:50:44.131122,1648
121,1,402,24,14,7.91,00:54:54.799468,
189,1,520,30,14,16.30,20:46:45.801482,
189,1,213,11,12,6.20,00:56:28.146435,
81,1,542,12,12,14.63,21:29:30.111282,
81,1,47,19,27,5.86,11:04:05.886785,
189,1,105,19,26,17.12,16:41:30.314278,
186,1,402,20,26,11.24,15:42:26.574742,
121,1,151,24,17,8.97,19:49:38.193066,
189,1,486,29,11,6.27,19:57:08.574123,
186,1,485,16,16,13.73,04:14:24.053435,
189,1,407,16,15,3.82,18:32:08.850865,
97,1,519,21,22,18.16,22:00:13.114752,
259,1,535,25,14,6.17,10:12:48.462565,1922
97,1,110,11,11,8.25,08:52:32.252146,
97,1,310,17,25,4.09,13:48:49.683784,
3,1,373,15,14,13.69,07:33:05.136218,
49,1,90,16,20,10.11,19:53:27.519162,
121,1,498,20,27,10.44,05:35:54.756778,
121,1,348,26,21,17.26,23:19:37.466753,
49,1,383,25,14,6.17,23:23:30.630669,1922
97,1,447,16,12,13.89,05:22:54.328797,1794
259,1,403,25,16,4.78,06:50:02.562388,
81,1,375,16,20,10.11,09:24:05.929225,
259,1,139,26,15,14.65,10:48:19.186698,
186,1,238,20,25,5.34,20:49:48.337428,
121,1,538,20,19,14.62,09:52:36.555976,1648
121,1,146,13,19,18.28,12:07:58.04623,
81,1,52,24,30,15.18,02:35:35.318244,
186,1,73,11,23,6.37,18:49:11.280694,
3,1,519,16,17,11.97,05:51:45.479159,
81,1,350,30,14,16.30,14:03:35.480894,
189,1,551,25,13,18.58,03:25:01.029791,
97,1,294,12,26,10.05,22:00:12.861369,
259,1,350,17,20,19.08,17:52:40.909894,
81,1,280,12,12,16.22,23:10:12.642166,1799
49,1,54,12,20,13.11,01:17:43.829271,
3,1,439,25,14,6.17,08:42:16.528128,1922
186,1,60,12,13,16.47,06:27:34.222147,
81,1,464,25,14,6.17,09:10:21.717791,1922
259,1,155,25,14,3.31,08:59:20.082924,
186,1,202,17,19,11.82,17:24:18.518182,
49,1,409,12,20,13.11,16:54:31.287782,
49,1,457,14,14,10.38,06:00:42.217218,
49,1,76,28,14,7.51,18:15:53.085796,
186,1,18,28,11,5.53,16:16:09.388262,
259,1,563,25,30,15.05,03:30:45.597003,
81,1,356,28,28,3.34,13:02:57.55304,
186,1,403,15,20,3.15,10:06:37.423125,
189,1,329,19,20,9.65,08:57:45.158672,
121,1,384,26,25,19.83,13:31:10.339842,
97,1,479,11,13,19.54,15:20:24.728739,
81,1,349,23,18,3.43,01:42:37.435657,
81,1,441,17,30,12.05,02:49:23.549525,
189,1,503,20,19,14.62,19:51:11.198062,1648
81,1,437,20,19,14.62,04:00:23.141049,1648
97,1,375,28,28,3.34,18:05:48.213101,
259,1,291,20,19,14.62,14:51:41.379271,1648
49,1,511,25,14,6.17,13:21:09.071906,1922
49,1,245,14,26,17.63,08:52:00.596178,
81,1,450,16,12,13.89,13:54:46.862782,1794
49,1,75,16,11,11.00,16:25:10.865591,
97,1,487,25,14,6.17,11:34:12.797664,1922
97,1,312,11,13,19.54,09:19:15.88666,
186,1,19,29,11,6.27,10:38:46.036753,
81,1,247,20,19,14.62,04:02:11.70415,1648
186,1,330,24,24,10.93,09:20:37.299471,
97,1,388,26,20,5.58,17:36:46.699819,
189,1,480,26,13,16.23,22:34:43.741964,
81,1,545,24,30,15.18,05:18:06.70931,
3,1,504,11,13,19.54,22:16:10.005913,
3,1,338,21,12,9.52,06:16:38.017344,
49,1,481,20,11,6.40,12:09:45.701651,
186,1,200,30,14,16.30,08:59:13.445097,
3,1,336,18,24,14.84,07:58:48.371939,
3,1,479,25,14,6.17,02:38:34.822321,1922
81,1,382,20,19,14.62,13:12:08.7118,1648
121,1,292,14,16,3.85,07:28:22.040553,
81,1,338,28,11,4.00,20:35:59.140965,
3,1,90,16,12,13.89,09:20:51.014509,1794
189,1,287,22,26,8.19,15:37:00.104969,
189,1,523,15,20,3.10,16:09:59.017089,
49,1,287,12,13,5.80,02:41:39.886521,
121,1,401,15,29,6.35,18:56:46.961519,
49,1,525,20,23,11.83,04:20:48.178648,
189,1,59,25,13,13.39,04:10:31.706007,
189,1,47,18,18,17.91,20:15:18.878438,
259,1,381,16,17,8.30,00:33:23.606742,
189,1,390,15,25,9.53,11:03:56.16766,
186,1,428,30,14,16.61,23:32:54.850558,
81,1,234,28,27,17.92,10:02:17.286381,
186,1,129,17,28,10.89,03:17:11.576145,
186,1,75,21,22,18.16,17:41:34.98526,
121,1,574,21,22,12.97,01:14:55.493505,
121,1,157,15,16,15.76,08:59:24.375416,
49,1,232,14,14,10.38,17:37:26.436919,
121,1,514,11,23,6.37,07:13:51.522037,
81,1,321,11,23,6.37,02:57:04.616539,
186,1,121,13,14,7.46,00:56:13.369005,
81,1,290,12,12,16.22,09:36:09.783898,1799
186,1,50,26,23,16.92,18:42:37.692715,
186,1,472,20,19,14.62,17:03:37.067297,1648
186,1,299,24,26,18.84,20:30:45.034031,
121,1,118,21,13,17.83,15:50:55.239515,
81,1,120,20,22,7.19,00:17:42.199774,
186,1,555,20,19,14.62,19:09:45.717781,1648
3,1,24,13,14,7.46,12:16:46.564216,
81,1,269,25,16,4.78,11:16:02.565642,
189,1,209,20,19,14.62,12:42:45.770072,1648
121,1,63,19,26,17.12,03:33:19.383673,
81,1,229,29,19,5.51,18:41:58.218701,
81,1,123,20,19,14.62,01:29:52.976725,1648
49,1,145,24,18,16.61,07:05:40.403536,
49,1,307,20,19,14.62,05:29:09.30109,1648
259,1,308,26,15,14.65,07:45:24.360734,
81,1,219,20,19,14.62,03:44:57.512817,1648
97,1,261,25,14,3.31,21:53:30.0327,
121,1,414,15,19,5.54,05:30:14.925668,
189,1,85,16,12,13.89,23:24:34.659269,1794
81,1,80,25,13,19.73,17:55:20.103823,
186,1,39,25,25,17.15,15:27:55.314286,
259,1,219,13,24,19.32,13:16:15.716962,
97,1,416,25,14,6.17,19:55:32.618669,1922
3,1,207,12,12,16.22,01:15:54.713599,1799
81,1,241,16,11,11.00,00:27:11.285146,
49,1,68,17,30,12.05,08:31:28.802412,
81,1,117,28,16,16.06,13:17:23.574626,
3,1,269,19,20,5.58,20:30:43.545431,
189,1,520,22,17,3.49,14:13:39.488162,
3,1,327,17,25,4.09,01:05:18.239667,
3,1,61,13,24,13.88,00:50:45.411186,
259,1,387,28,17,9.17,09:30:15.395379,
49,1,176,16,17,8.30,20:22:50.540991,
186,1,489,12,23,6.95,20:16:31.621001,
97,1,572,20,19,14.62,21:24:53.018089,1648
186,1,47,25,14,6.17,18:29:07.746673,1922
186,1,59,11,24,13.66,20:07:56.405478,
121,1,248,25,14,6.17,21:04:29.142285,1922
186,1,20,12,21,15.66,12:15:13.715985,
121,1,344,25,16,4.78,11:51:40.242994,
3,1,473,16,12,13.89,17:01:47.896165,1794
97,1,253,12,21,18.02,22:16:49.480085,
97,1,270,22,16,3.28,05:52:49.336579,
81,1,539,25,30,15.05,12:42:29.345849,
97,1,472,20,25,5.34,22:50:13.568956,
81,1,369,21,30,10.68,22:54:05.284152,
81,1,125,20,16,14.10,13:23:54.145175,
81,1,385,25,13,13.39,12:44:40.25056,
49,1,188,23,26,19.90,07:14:59.857705,
189,1,586,25,25,5.42,21:55:53.556626,
81,1,57,29,22,6.45,10:09:29.288408,
259,1,96,20,11,6.40,01:55:25.831807,
121,1,230,20,19,14.62,20:22:12.3755,1648
189,1,328,16,12,13.89,12:27:05.364563,1794
81,1,389,12,30,11.29,14:36:08.73526,
189,1,321,28,26,6.52,11:20:26.475044,
97,1,572,11,27,6.61,09:10:20.292122,
186,1,381,19,24,15.00,16:08:45.548625,
3,1,85,27,13,16.48,00:31:07.672084,
121,1,512,18,13,8.94,21:53:17.279033,
49,1,64,25,15,3.15,02:11:03.87657,
121,1,365,26,23,16.92,22:39:08.477591,
259,1,477,24,14,7.91,18:14:38.614435,
186,1,51,25,14,6.17,14:07:25.302517,1922
186,1,491,14,11,5.39,11:39:41.121356,
3,1,351,26,20,5.58,11:03:06.5969,
49,1,413,13,24,19.32,16:41:34.720539,
3,1,405,25,14,6.17,14:48:48.214769,1922
3,1,118,20,15,9.81,14:37:48.645022,
189,1,473,21,13,8.74,10:09:22.000274,
81,1,161,27,26,10.35,19:17:55.935599,
189,1,101,22,26,8.19,17:51:54.800406,
97,1,49,11,12,6.20,19:33:11.893599,
97,1,39,17,19,8.14,02:20:35.753721,
97,1,370,15,25,9.53,12:54:01.262954,
189,1,612,20,26,11.24,18:44:53.980164,
97,1,212,16,12,13.89,07:50:38.792477,1794
121,1,468,25,14,6.17,08:13:52.85983,1922
121,1,498,15,28,17.79,05:00:56.620638,
186,1,563,29,24,10.12,06:31:15.889385,
3,1,451,16,12,13.89,21:00:16.047078,1794
49,1,386,27,26,15.54,01:54:18.484427,
189,1,378,16,30,14.33,02:23:13.834339,
3,1,472,30,30,10.91,09:07:17.192774,
3,1,597,28,11,4.00,11:46:01.909817,
189,1,153,25,14,6.17,16:46:20.140153,1922
121,1,607,30,30,10.91,21:12:26.96003,
259,1,445,28,26,6.52,10:04:06.342087,
49,1,143,29,22,6.45,15:50:48.506638,
189,1,576,15,14,13.69,12:59:43.276492,
189,1,334,20,29,12.29,07:09:14.412771,
189,1,273,25,23,11.32,11:28:09.939932,
81,1,530,19,16,11.99,17:03:10.35074,
121,1,77,20,19,14.62,08:16:15.231263,1648
49,1,531,13,14,14.41,02:46:54.648339,
186,1,18,29,23,9.42,05:07:47.557479,
121,1,180,19,23,15.72,07:06:59.524571,
97,1,596,21,12,12.84,23:01:49.392219,
259,1,509,22,30,15.03,09:12:36.262553,
49,1,351,16,15,3.82,08:40:11.897103,
97,1,114,22,25,19.44,07:20:29.364148,
259,1,567,25,14,6.17,00:39:03.529964,1922
259,1,332,26,18,11.64,11:57:59.16403,
81,1,118,16,15,10.66,00:43:20.942738,
81,1,465,20,21,15.98,08:58:49.998784,
186,1,530,20,26,11.24,02:25:08.85241,
97,1,552,20,26,12.80,23:47:11.915971,
81,1,477,18,20,8.59,07:18:11.017657,
189,1,181,19,26,17.12,20:22:43.118939,
186,1,22,17,30,12.05,13:27:20.450828,
81,1,171,25,14,6.17,00:12:22.05076,1922
259,1,476,28,13,16.51,00:27:27.798565,
121,1,457,13,14,7.73,06:30:06.072368,
121,1,231,25,14,6.17,01:23:35.690148,1922
259,1,311,15,25,9.53,12:21:00.694786,
49,1,354,24,25,10.82,21:14:57.3178,
97,1,156,22,25,19.44,07:56:17.141493,
97,1,241,14,29,6.53,20:58:11.042864,
186,1,422,13,19,15.73,00:16:58.187115,
189,1,494,13,24,13.88,01:31:03.598933,
97,1,226,21,13,17.83,02:31:42.134857,
81,1,217,25,13,19.73,17:52:31.897236,
81,1,435,22,27,15.55,23:52:43.440791,
97,1,360,14,11,5.39,05:17:03.266281,
81,1,564,22,20,4.81,14:17:23.007564,
49,1,431,25,14,6.17,07:22:43.836021,1922
189,1,562,25,14,6.17,15:57:24.075982,1922
121,1,544,14,23,3.77,10:14:18.729864,
121,1,384,19,25,5.77,08:10:55.903675,
189,1,46,28,26,6.52,05:16:09.02172,
81,1,450,25,19,19.21,04:10:56.26726,
189,1,588,26,27,15.27,08:22:05.031058,
189,1,267,26,25,19.83,10:11:38.276129,
97,1,542,22,15,10.34,04:04:39.318841,
81,1,224,16,12,13.89,01:52:25.75741,1794
97,1,344,28,14,7.51,16:11:03.482642,
189,1,496,24,18,16.61,07:07:51.181848,
97,1,609,20,19,14.62,03:01:49.696651,1648
189,1,208,23,24,10.31,14:54:31.505745,
81,1,432,24,22,18.12,08:28:05.106637,
259,1,531,25,14,6.17,02:34:15.26192,1922
259,1,369,29,25,13.78,02:42:09.486514,
3,1,33,25,14,6.17,20:35:40.05037,1922
186,1,107,22,26,8.19,04:14:13.554236,
121,1,180,16,21,9.67,04:46:39.242171,
121,1,247,17,20,19.08,19:29:44.619239,
81,1,343,14,16,3.85,05:53:32.971959,
121,1,393,16,15,10.66,00:36:33.907467,
3,1,278,26,19,6.38,15:10:58.298899,
189,1,373,20,19,14.62,10:32:47.146411,1648
97,1,93,27,19,4.25,14:09:50.822179,
121,1,457,16,12,19.10,16:09:39.584409,
186,1,41,15,25,9.53,22:21:32.461723,
189,1,518,11,11,6.95,20:27:30.536244,
3,1,453,15,30,12.47,19:55:47.611493,
97,1,288,12,12,16.22,16:50:10.849099,1799
49,1,440,12,21,15.66,18:47:18.690236,
189,1,547,11,12,18.59,13:03:55.557523,
49,1,286,25,14,6.17,07:26:16.975352,1922
259,1,497,25,14,6.17,03:08:54.391833,1922
121,1,115,16,12,13.89,00:13:20.868356,1794
186,1,466,23,24,11.02,05:40:37.39892,
121,1,615,29,11,6.27,01:47:19.220033,
189,1,273,28,28,3.34,04:20:04.3164,
49,1,228,19,29,15.70,00:31:27.839995,
81,1,571,19,16,11.99,09:55:30.103223,
97,1,513,16,12,13.89,02:04:09.838211,1794
121,1,309,24,22,18.12,14:59:18.563326,
186,1,295,19,25,5.77,01:52:11.484477,
97,1,111,13,14,17.48,14:14:01.326935,
186,1,462,29,30,17.60,00:45:27.0208,
259,1,572,13,14,7.46,09:13:14.674331,
49,1,573,16,12,13.89,23:33:47.559362,1794
186,1,82,14,11,5.39,07:48:38.677709,
186,1,296,13,14,7.46,11:00:53.906081,
121,1,142,27,13,16.48,19:51:37.285573,
49,1,273,26,20,5.58,08:53:38.085252,
121,1,197,15,18,14.13,07:05:53.827474,
3,1,186,16,12,19.10,18:26:31.609161,
49,1,591,11,11,6.95,12:36:55.966429,
189,1,220,28,12,10.78,11:33:39.237998,
259,1,568,23,29,5.92,09:31:13.339627,
121,1,78,27,26,10.35,13:44:32.092654,
121,1,571,17,30,12.05,06:03:16.098662,
189,1,319,26,13,16.23,09:04:58.334739,
259,1,430,25,14,6.17,07:04:16.782626,1922
189,1,234,19,28,18.93,04:57:26.645051,
81,1,223,13,24,4.58,21:57:56.952087,
49,1,154,29,27,19.90,20:56:20.817504,
186,1,48,30,14,16.30,06:46:29.02712,
49,1,582,25,16,4.78,19:50:07.171626,
49,1,420,25,30,15.05,18:00:46.839709,
121,1,276,21,22,18.16,04:36:27.574853,
81,1,371,30,12,10.17,03:35:03.358423,
3,1,147,27,26,15.54,04:28:39.965719,
49,1,34,15,30,12.47,18:53:50.26168,
186,1,533,16,12,13.89,14:52:11.822624,1794
49,1,544,26,21,17.26,06:23:20.89062,
49,1,170,14,28,19.52,06:17:34.754736,
259,1,194,26,24,13.95,19:53:55.051192,
97,1,644,23,24,15.78,20:20:30.715937,
81,1,180,12,12,16.22,22:35:54.216484,1799
189,1,98,25,13,4.15,18:11:36.160142,
186,1,340,24,19,16.39,10:34:37.0965,
81,1,213,11,11,6.95,20:23:48.164387,
49,1,125,25,17,12.74,12:28:04.926977,
49,1,627,26,25,19.83,19:01:15.800222,
189,1,12,15,13,15.26,11:46:03.164607,
259,1,633,14,23,13.68,13:38:08.779308,
189,1,330,15,25,8.69,19:55:31.743547,
186,1,102,19,23,15.72,20:56:29.91785,
186,1,21,15,25,8.69,16:25:18.461923,
259,1,11,19,30,18.58,03:41:00.604664,
121,1,595,13,19,18.28,19:55:35.618826,
81,1,409,26,18,11.64,14:27:05.278566,
186,1,514,22,14,8.35,15:48:36.609811,
186,1,264,26,19,6.38,16:47:11.467146,
97,1,538,27,13,16.48,04:04:01.671019,
49,1,459,26,18,11.64,10:56:39.169147,
97,1,156,27,23,9.86,00:58:48.480177,
97,1,311,16,12,13.89,00:31:06.150739,1794
121,1,571,24,25,10.82,13:35:02.276229,
97,1,460,21,16,13.47,21:49:51.862874,
259,1,418,16,21,14.18,00:18:56.566595,
97,1,502,11,11,8.25,03:51:54.343404,
189,1,211,24,19,16.39,04:47:59.093784,
121,1,69,20,19,14.62,02:10:50.596264,1648
121,1,525,16,12,13.89,11:44:29.913295,1794
81,1,57,18,25,6.39,01:21:52.271757,
49,1,388,15,14,5.92,03:40:47.054267,
121,1,655,24,19,16.39,00:33:40.823564,
3,1,483,15,20,16.76,16:46:26.507405,
49,1,57,16,12,13.89,10:21:41.4682,1794
189,1,514,25,30,15.05,12:45:54.53292,
121,1,259,26,19,6.38,02:44:33.318753,
97,1,630,20,19,14.62,05:39:25.39397,1648
49,1,253,12,12,14.63,04:45:56.919884,
121,1,615,26,23,16.92,11:02:55.387313,
121,1,299,25,14,6.17,21:03:30.986347,1922
186,1,366,13,14,7.73,21:47:55.713373,
189,1,351,16,12,13.89,04:25:39.482375,1794
3,1,18,13,24,4.58,23:05:37.318625,
186,1,183,13,14,14.41,23:49:46.088767,
189,1,608,16,12,13.89,15:27:45.639004,1794
186,1,182,12,12,14.63,02:39:04.348336,
121,1,659,27,13,16.48,11:47:45.004832,
97,1,123,23,26,12.14,12:40:55.212968,
97,1,120,16,12,13.89,02:56:26.414673,1794
3,1,425,25,29,15.60,04:39:01.458573,
3,1,631,16,12,13.89,01:07:07.670253,1794
3,1,51,13,14,17.48,17:21:08.024552,
121,1,643,28,17,6.31,22:19:16.025039,
97,1,197,23,24,10.31,15:28:37.704927,
3,1,657,12,12,16.22,17:30:20.612522,1799
3,1,173,15,21,4.93,07:33:23.958232,
3,1,553,25,14,6.17,08:18:52.965739,1922
259,1,367,24,16,9.94,14:32:52.205822,
97,1,344,21,13,8.74,14:31:00.651232,
3,1,358,19,12,10.89,23:59:12.217536,
81,1,548,28,17,6.31,04:17:23.278186,
121,1,107,14,16,3.85,08:24:40.603465,
49,1,560,30,12,10.17,08:22:47.094424,
49,1,550,21,22,12.97,05:43:41.635175,
97,1,520,14,15,6.90,16:22:41.479548,
3,1,178,25,20,10.52,16:27:02.109872,
189,1,207,26,26,8.29,17:15:47.298717,
186,1,620,25,14,6.17,13:35:00.383819,1922
186,1,114,26,15,14.65,12:53:41.692436,
189,1,677,20,19,14.62,17:35:49.468634,1648
121,1,103,12,12,16.22,04:38:05.694923,1799
49,1,420,16,12,13.89,06:19:48.64858,1794
81,1,621,20,19,14.62,04:46:32.69486,1648
49,1,128,19,25,5.77,14:08:04.811726,
259,1,367,17,25,4.09,16:11:07.755081,
97,1,659,16,20,10.11,14:35:01.606716,
97,1,69,16,12,13.89,03:50:27.380632,1794
97,1,438,16,12,13.89,02:37:48.939406,1794
3,1,433,25,13,19.73,05:34:38.040967,
121,1,310,16,12,13.89,08:14:23.684006,1794
186,1,310,19,18,11.57,15:53:18.259838,
81,1,412,25,14,6.17,19:58:50.247977,1922
97,1,89,15,15,7.47,02:18:30.35883,
189,1,69,29,27,4.96,05:51:08.316205,
121,1,29,18,12,9.77,21:33:10.711723,
3,1,180,15,25,9.53,12:57:29.649922,
186,1,666,16,15,3.82,23:46:43.33408,
97,1,124,27,22,16.19,14:24:25.522759,
49,1,57,25,14,6.17,03:44:57.165931,1922
49,1,26,15,19,5.54,04:29:08.111892,
259,1,502,16,21,9.67,12:44:57.266471,
81,1,25,16,12,13.89,21:51:08.828062,1794
121,1,461,15,24,7.98,21:45:29.867985,
3,1,248,22,16,3.28,05:33:45.080204,
97,1,667,19,29,15.70,19:11:30.645837,
49,1,353,25,14,6.17,15:25:10.906699,1922
259,1,551,26,18,11.64,13:33:33.628434,
49,1,496,24,25,10.82,15:31:24.469594,
97,1,25,21,27,9.33,00:29:24.660863,
97,1,160,16,12,13.89,05:15:59.580814,1794
121,1,172,25,19,14.06,01:31:11.882579,
259,1,661,13,14,17.48,19:16:04.540264,
3,1,72,29,29,7.78,00:25:29.064686,
97,1,679,23,28,15.04,15:10:36.156589,
121,1,95,25,22,19.06,05:15:02.598821,
81,1,463,23,26,12.14,11:21:31.887113,
3,1,497,18,24,10.79,19:37:56.807191,
3,1,15,28,17,9.17,10:28:51.261533,
97,1,628,19,11,8.33,20:11:24.115377,
189,1,422,28,27,18.80,13:03:10.672297,
189,1,566,16,12,13.89,15:42:39.890469,1794
81,1,301,25,14,6.17,11:09:16.205538,1922
97,1,292,17,26,4.68,09:21:37.757939,
49,1,303,13,24,19.32,18:59:55.047311,
81,1,678,17,15,11.35,19:49:34.456987,
97,1,277,25,30,15.05,06:42:20.592994,
3,1,130,14,28,19.52,10:00:59.131169,
97,1,83,25,16,4.78,07:28:38.768493,
259,1,616,12,12,16.19,07:15:46.947052,
259,1,649,16,16,13.73,00:37:30.941248,
121,1,130,16,12,13.89,05:03:45.85251,1794
3,1,627,25,19,17.79,16:24:34.401608,
186,1,366,25,14,6.17,05:23:30.591586,1922
49,1,482,15,25,8.69,14:30:56.078593,
97,1,476,12,12,16.22,00:42:38.821833,1799
3,1,339,16,23,6.09,21:14:33.044116,
259,1,187,25,14,6.17,07:49:08.053605,1922
259,1,515,16,18,7.30,10:07:51.897183,
121,1,186,16,12,13.89,20:00:31.359689,1794
259,1,215,26,13,16.23,01:07:11.164114,
49,1,209,12,24,7.01,01:07:47.972926,
49,1,66,11,23,6.37,13:12:06.968835,
186,1,338,25,14,6.17,22:38:04.910748,1922
186,1,450,25,14,6.17,18:30:21.985898,1922
49,1,45,15,14,13.69,10:17:29.884816,
189,1,155,22,27,15.55,12:04:04.236231,
97,1,692,25,14,6.17,20:50:48.698738,1922
3,1,641,12,30,11.29,11:47:30.684586,
81,1,149,13,19,11.08,17:38:18.342263,
3,1,51,23,18,3.43,21:42:44.083261,
259,1,533,11,13,19.54,15:43:34.604062,
3,1,184,27,13,16.48,09:30:07.055167,
259,1,51,12,12,16.22,00:51:05.604321,1799
121,1,664,17,20,19.08,11:50:00.982136,
49,1,569,16,12,19.10,09:59:46.022003,
186,1,376,15,25,8.69,18:37:16.915597,
97,1,236,24,26,18.84,15:58:19.530784,
49,1,643,20,21,15.98,17:23:41.61633,
189,1,698,20,19,14.62,18:13:14.561434,1648
121,1,435,26,18,11.64,12:08:32.405005,
49,1,525,17,22,15.98,09:30:01.649319,
81,1,54,13,14,7.50,09:10:31.978468,
259,1,581,16,11,11.00,20:04:13.15923,
186,1,92,26,15,14.65,08:56:33.542256,
189,1,354,17,27,13.73,08:48:10.278565,
81,1,271,22,27,17.33,03:21:23.845019,
121,1,416,26,16,6.47,10:13:21.919021,
97,1,133,11,30,10.01,10:25:58.092168,
121,1,113,25,13,13.39,21:17:10.605888,
3,1,460,21,27,9.33,08:08:03.584991,
81,1,272,12,21,18.02,22:11:29.350359,
49,1,395,11,21,4.46,12:27:26.984427,
121,1,574,25,13,13.39,23:23:56.758736,
97,1,294,11,12,6.20,00:21:29.261435,
189,1,408,12,12,16.22,11:05:46.453722,1799
189,1,51,25,13,19.73,02:31:00.778694,
121,1,150,27,13,16.48,05:59:38.076973,
121,1,380,29,12,9.53,08:10:24.329041,
259,1,92,15,27,3.83,06:50:34.190151,
186,1,664,25,14,6.17,10:59:35.439579,1922
3,1,479,16,30,14.33,08:37:20.937436,
49,1,199,11,12,18.59,02:28:43.623873,
97,1,262,15,25,9.53,13:24:39.778306,
3,1,488,20,19,14.62,22:14:22.104066,1648
189,1,111,12,21,18.02,12:35:31.117615,
97,1,571,25,19,14.06,03:03:32.667053,
189,1,525,21,13,17.83,09:40:02.660178,
